,sym,stock,open,high,low,close,volume
2018-05-07,2542,興富發,45.45,45.45,45.15,45.20,1464942
2018-05-04,2542,興富發,45.40,45.60,45.20,45.35,1694473
2018-05-03,2542,興富發,46.00,46.05,45.50,45.50,2173608
2018-05-02,2542,興富發,45.95,46.70,45.95,46.00,4487323
2018-04-30,2542,興富發,45.55,45.80,45.40,45.80,2229961
2018-04-27,2542,興富發,45.20,45.45,45.15,45.45,1381071
2018-04-26,2542,興富發,45.25,45.70,45.15,45.15,1825358
2018-04-25,2542,興富發,45.00,45.40,44.90,45.20,1754659
2018-04-24,2542,興富發,45.55,45.70,45.20,45.20,2404091
2018-04-23,2542,興富發,45.50,45.90,45.40,45.60,3687621
2018-04-20,2542,興富發,45.10,45.30,44.85,45.30,1893052
2018-04-19,2542,興富發,44.55,45.15,44.55,45.10,1901568
2018-04-18,2542,興富發,44.60,45.00,44.40,44.45,1998856
2018-04-17,2542,興富發,44.85,44.90,44.30,44.55,2649482
2018-04-16,2542,興富發,45.00,45.10,44.80,44.85,1782001
2018-04-13,2542,興富發,45.60,45.70,45.05,45.15,2089462
2018-04-12,2542,興富發,45.30,45.60,45.30,45.55,1812408
2018-04-11,2542,興富發,45.60,46.30,45.50,45.70,3154429
2018-04-10,2542,興富發,44.65,45.45,44.50,45.40,3277933
2018-04-09,2542,興富發,45.20,45.30,44.50,44.80,3358742
2018-04-03,2542,興富發,45.20,45.30,44.90,45.20,2104368
2018-04-02,2542,興富發,45.25,45.45,45.25,45.30,1510086
2018-03-31,2542,興富發,45.00,45.40,45.00,45.15,1040426
2018-03-30,2542,興富發,45.30,45.30,44.90,45.00,1289865
2018-03-29,2542,興富發,45.10,45.35,44.85,44.90,2257512
2018-03-28,2542,興富發,45.40,45.40,45.00,45.30,1402127
2018-03-27,2542,興富發,44.90,45.60,44.90,45.40,3173782
2018-03-26,2542,興富發,44.60,44.95,44.50,44.85,1359196
2018-03-23,2542,興富發,44.50,44.95,44.30,44.75,2729332
2018-03-22,2542,興富發,44.95,45.55,44.90,45.10,2176531
2018-03-21,2542,興富發,44.85,45.00,44.60,44.95,1570087
2018-03-20,2542,興富發,44.65,44.90,44.35,44.90,2259260
2018-03-19,2542,興富發,45.00,45.45,44.60,44.90,1667957
2018-03-16,2542,興富發,45.50,45.55,44.25,44.60,5079068
2018-03-15,2542,興富發,45.50,45.85,45.20,45.50,1763332
2018-03-14,2542,興富發,45.05,45.50,45.05,45.50,2716671
2018-03-13,2542,興富發,45.15,45.20,44.50,45.05,1768784
2018-03-12,2542,興富發,44.50,45.35,44.50,44.95,3349553
2018-03-09,2542,興富發,44.30,44.40,44.15,44.40,862200
2018-03-08,2542,興富發,44.20,44.40,44.05,44.15,890842
2018-03-07,2542,興富發,44.10,44.40,43.80,44.10,1299879
2018-03-06,2542,興富發,44.55,44.65,44.20,44.35,1060508
2018-03-05,2542,興富發,44.15,45.20,44.05,44.25,1861596
2018-03-02,2542,興富發,44.00,44.45,43.85,44.00,2062629
2018-03-01,2542,興富發,43.35,44.65,43.35,44.65,2578376
2018-02-27,2542,興富發,45.10,45.20,44.10,44.15,1969401
2018-02-26,2542,興富發,44.85,45.00,44.65,44.95,1348646
2018-02-23,2542,興富發,44.50,44.95,44.50,44.75,1259929
2018-02-22,2542,興富發,44.60,44.65,44.00,44.40,1584080
2018-02-21,2542,興富發,44.00,44.95,44.00,44.70,2301044
2018-02-12,2542,興富發,43.65,43.95,43.20,43.60,2250943
2018-02-09,2542,興富發,42.45,43.75,42.45,43.55,2663377
2018-02-08,2542,興富發,44.90,44.90,43.70,44.10,2437258
2018-02-07,2542,興富發,43.00,44.90,43.00,44.20,6615754
2018-02-06,2542,興富發,42.60,43.55,41.25,42.20,7439726
2018-02-05,2542,興富發,44.70,44.90,44.40,44.85,2040660
2018-02-02,2542,興富發,45.25,45.65,45.25,45.60,1314892
2018-02-01,2542,興富發,46.00,46.30,45.55,45.55,1993281
2018-01-31,2542,興富發,45.25,46.20,44.85,45.80,3788662
2018-01-30,2542,興富發,46.50,46.50,45.50,45.55,3383814
2018-01-29,2542,興富發,46.95,47.00,45.80,46.50,3696242
2018-01-26,2542,興富發,45.50,46.50,45.45,46.45,7930703
2018-01-25,2542,興富發,45.10,46.20,45.10,45.40,5916190
2018-01-24,2542,興富發,45.00,45.30,44.25,45.00,4601489
2018-01-23,2542,興富發,43.55,45.35,43.55,44.95,8316578
2018-01-22,2542,興富發,43.00,43.20,42.85,43.05,1800964
2018-01-19,2542,興富發,42.80,42.85,42.55,42.85,1538745
2018-01-18,2542,興富發,43.40,43.50,42.70,42.80,2096381
2018-01-17,2542,興富發,42.65,43.15,42.45,43.05,2863022
2018-01-16,2542,興富發,42.85,42.85,42.60,42.60,1466306
2018-01-15,2542,興富發,42.95,43.00,42.45,42.85,1471896
2018-01-12,2542,興富發,42.50,42.80,42.50,42.80,1359862
2018-01-11,2542,興富發,42.70,43.00,42.20,42.45,2246750
2018-01-10,2542,興富發,43.15,43.15,42.75,42.75,1459764
2018-01-09,2542,興富發,43.40,43.40,42.85,43.15,2719392
2018-01-08,2542,興富發,43.10,43.40,43.00,43.40,2791085
2018-01-05,2542,興富發,42.65,43.10,42.50,43.10,1795238
2018-01-04,2542,興富發,43.15,43.20,42.50,42.65,2821472
2018-01-03,2542,興富發,43.30,43.40,42.70,43.15,3457737
2018-01-02,2542,興富發,42.35,43.15,42.10,43.15,3729147
